time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-24 00:00:00+00:00,1.0,1.0,2.0,2.0
2022-06-29 00:00:00+00:00,,,1.0,1.0
2022-07-03 00:00:00+00:00,8.0,8.0,,
2022-07-04 00:00:00+00:00,60.0,31.0,,
2022-07-05 00:00:00+00:00,56.0,27.0,,
