time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-05 00:00:00+00:00,17,14,,
2023-07-09 00:00:00+00:00,1,1,,
2023-07-10 00:00:00+00:00,41,35,,
2023-07-12 00:00:00+00:00,1,1,,
