time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-30 00:00:00+00:00,58.0,38.0,,
2022-12-01 00:00:00+00:00,58.0,36.0,,
2022-12-02 00:00:00+00:00,20.0,13.0,,
2022-12-04 00:00:00+00:00,,,1.0,1.0
2022-12-07 00:00:00+00:00,2.0,1.0,,
2022-12-11 00:00:00+00:00,16.0,14.0,,
2022-12-12 00:00:00+00:00,58.0,32.0,,
2022-12-13 00:00:00+00:00,54.0,30.0,,
