time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-18 00:00:00+00:00,23,18,,
2023-02-19 00:00:00+00:00,60,41,,
2023-02-20 00:00:00+00:00,58,36,,
2023-02-21 00:00:00+00:00,20,17,,
2023-02-24 00:00:00+00:00,1,1,,
