time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-27 00:00:00+00:00,23,16,,
2022-08-28 00:00:00+00:00,60,24,,
2022-08-29 00:00:00+00:00,58,29,,
2022-08-30 00:00:00+00:00,19,15,,
2022-09-08 00:00:00+00:00,46,23,,
