time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-25 00:00:00+00:00,,,1,1
2022-05-30 00:00:00+00:00,23.0,6.0,14,1
2022-06-06 00:00:00+00:00,35.0,6.0,9,1
