time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-28 00:00:00+00:00,4,2,,
2023-07-31 00:00:00+00:00,1,1,,
2023-08-03 00:00:00+00:00,1,1,1.0,1.0
