time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-06 00:00:00+00:00,35,6,9.0,1.0
2022-06-13 00:00:00+00:00,9,2,13.0,1.0
2022-06-14 00:00:00+00:00,1,1,,
