time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-02 00:00:00+00:00,18,4,56.0,1.0
2022-05-04 00:00:00+00:00,1,1,,
2022-05-09 00:00:00+00:00,2,1,,
2022-05-11 00:00:00+00:00,5,3,8.0,1.0
2022-05-12 00:00:00+00:00,1,1,,
