time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-02 00:00:00+00:00,18.0,4.0,56.0,1.0
2022-05-04 00:00:00+00:00,1.0,1.0,,
2022-05-09 00:00:00+00:00,2.0,1.0,,
2022-05-11 00:00:00+00:00,5.0,3.0,8.0,1.0
2022-05-12 00:00:00+00:00,1.0,1.0,,
2022-05-14 00:00:00+00:00,,,1.0,1.0
